"positive","it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self ."
"positive","hip-hop has a history , and it's a metaphor for this love story ."
"positive","in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level ."
"positive","this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there ."
"positive","between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results ."
"positive","a gentle , compassionate drama about grief and healing ."
"positive","somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes ."
"positive","digital-video documentary about stand-up comedians is a great glimpse into a very different world ."
"positive","unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity ."
"positive","an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to ."
"positive",""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography ."
"positive","you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human ."
"positive","a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences ."
"positive","it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world ."
"positive","run , don't walk , to see this barbed and bracing comedy on the big screen ."
"positive","a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done ."
"positive","it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale ."
"positive","it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru ."
"positive","this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space ."
"positive","merely as a technical , logistical feat , russian ark marks a cinematic milestone ."
"positive","[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists ."
"positive","it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious ."
"positive","an original gem about an obsession with time ."
"positive","it will delight newcomers to the story and those who know it from bygone days ."
"positive","gloriously goofy ( and gory ) midnight movie stuff ."
"positive","the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity ."
"positive","if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket ."
"positive","it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene ."
"positive","it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times ."
"positive","as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten ."
"positive","like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism ."
"positive","it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech ."
"positive","far from perfect , but its heart is in the right place . . . innocent and well-meaning ."
"positive","a sad , superior human comedy played out on the back roads of life ."
"positive","waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality ."
"positive","tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy ."
"positive","more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent ."
"positive","enormously likable , partly because it is aware of its own grasp of the absurd ."
"positive","here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you ."
"positive","it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh ."
"positive","must be seen to be believed ."
"positive","ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here ."
"positive","everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true ."
"positive","sweet home alabama "" is what it is – a nice , harmless date film . . ."
"positive","the year's happiest surprise , a movie that deals with a real subject in an always surprising way ."
"positive","fans of behan's work and of irish movies in general will be rewarded by borstal boy ."
"positive","its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser ."
"positive","the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are ."
"positive","stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens ."
"positive","a solidly seaworthy chiller ."
"positive","if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else ."
"positive","there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises ."
"positive","a well-made thriller with a certain level of intelligence and non-reactionary morality ."
"positive","there's enough science to make it count as educational , and enough beauty to make it unforgettable ."
"positive","remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand ."
"positive","makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands ."
"positive","for a good chunk of its running time , trapped is an effective and claustrophobic thriller ."
"positive","most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness ."
"positive","nair does capture the complexity of a big family and its trials and tribulations . . ."
"positive","the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going ."
"positive","rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie ."
"positive","ranks among willams' best screen work ."
"positive","engagingly captures the maddening and magnetic ebb and flow of friendship ."
"positive","an experience so engrossing it is like being buried in a new environment ."
"positive","it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welcome wit ."
"positive","thoroughly enjoyable ."
"positive","maybe it's just because this past year has seen the release of some of the worst film comedies in decades . . . but honestly , analyze that really isn't all that bad ."
"positive","a droll , well-acted , character-driven comedy with unexpected deposits of feeling ."
"positive","this is simply the most fun you'll ever have with a documentary !"
"positive","a very funny movie ."
"positive","watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting ."
"positive","a cop story that understands the medium amazingly well ."
"positive","one of the best , most understated performances of [jack nicholson's] career ."
"positive","britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway ."
"positive","those outside show business will enjoy a close look at people they don't really want to know ."
"positive","the kind of nervous film that will either give you a mild headache or exhilarate you ."
"positive","watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it ."
"positive","children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted ."
"positive","a fascinating and fun film ."
"positive","tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure ."
"positive","this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance ."
"positive","i admired this work a lot ."
"positive","whether you're moved and love it , or bored or frustrated by the film , you'll still feel something ."
"positive",". . . there are enough moments of heartbreaking honesty to keep one glued to the screen ."
"positive","my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back ."
"positive","a smart , sweet and playful romantic comedy ."
"positive","australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation ."
"positive","without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions ."
"positive","solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts ."
"positive","as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting ."
"positive","it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen ."
"positive","it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke ."
"positive","a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race ."
"positive","it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya ."
"positive","narc may not get an 'a' for originality , but it wears its b-movie heritage like a badge of honor ."
"positive","with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved ."
"positive","[drumline] is entertaining for what it does , and admirable for what it doesn't do ."
"positive","at its best early on as it plays the culture clashes between the brothers ."
"positive","[a] rare , beautiful film ."
"positive","an unabashedly schmaltzy and thoroughly enjoyable true story ."
"positive","a thoughtful look at a painful incident that made headlines in 1995 ."
"positive","you walk out of the good girl with mixed emotions — disapproval of justine combined with a tinge of understanding for her actions ."
"positive","tsai ming-liang has taken his trademark style and refined it to a crystalline point ."
"positive","purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro ."
"positive","now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism ."
"positive","we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed ."
"positive","though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial ."
"positive","daring , mesmerizing and exceedingly hard to forget ."
"positive","the dangerous lives of altar boys' take on adolescence feels painfully true ."
"positive","moore's performance impresses almost as much as her work with haynes in 1995's safe ."
"positive","visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last ."
"positive","an absorbing , slice-of-depression life that touches nerves and rings true ."
"positive","mr . parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom ."
"positive","the result is something quite fresh and delightful ."
"positive","all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure ."
"positive","despite its many infuriating flaws -- not the least of which is amy's self-absorbed personality -- amy's o's honesty will win you over ."
"positive","this is one of polanski's best films ."
"positive","day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs ."
"positive","polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ?"
"positive","elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone ."
"positive","denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances"
"positive","an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood ."
"positive","i admired it , particularly that unexpected downer of an ending ."
"positive","the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air ."
"positive","remarkably accessible and affecting ."
"positive","never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive ."
"positive","a triumph of art direction over narrative , but what art direction !"
"positive","behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art ."
"positive","jirí hubac's script is a gem . his characters are engaging , intimate and the dialogue is realistic and greatly moving . the scope of the silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . ."
"positive","moore's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that's still very much playing itself out ."
"positive","the additional storyline is interesting and entertaining , but it doesn't have the same magical quality as the beginning of the story . i like the new footage and still love the old stuff ."
"positive","though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium ."
"positive","you might not buy the ideas . but you'll definitely want the t-shirt ."
"positive","provides an intriguing window into the imagination and hermetic analysis of todd solondz ."
"positive","windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live ."
"positive","presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it ."
"positive","just what makes us happy , anyway ?"
"positive","a thoughtful , moving piece that faces difficult issues with honesty and beauty ."
"positive","one of the greatest romantic comedies of the past decade ."
"positive","you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid ."
"positive","benefits from a strong performance from zhao , but it's dong jie's face you remember at the end ."
"positive","this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever ."
"positive","the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun ."
"positive","it ultimately stands forth as an important chronicle of the abuses of one of latin america's most oppressive regimes ."
"positive","the movie has a soft , percolating magic , a deadpan suspense ."
"positive","a well-made and often lovely depiction of the mysteries of friendship ."
"positive","using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead ."
"positive",". . . understands that a generation defines its music as much as the music defines a generation ."
"positive","the transporter is as lively and as fun as it is unapologetically dumb"
"positive","as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos' memories and insights ."
"positive","has it ever been possible to say that williams has truly inhabited a character ? it is now ."
"positive","by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what's possible and what we might do to make it so ."
"positive","an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video ."
"positive","an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy"
"positive","all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit ."
"positive",""" its successes are also tempered with elements which prove the direct antithesis of what it gets right . """
"positive","it's solid and affecting and exactly as thought-provoking as it should be ."
"positive","this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first ."
"positive","parker holds true to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness ."
"positive","münch's genuine insight makes the film's occasional overindulgence forgivable ."
"positive","thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda ."
"positive","ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis ."
"positive","if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite ."
"positive","the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime ."
"positive","there are a few stabs at absurdist comedy . . . but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty ."
"positive","a wonderful character-based comedy ."
"positive","it would be interesting to hear from the other side , but in talk to her , the women are down for the count ."
"positive","an endearingly offbeat romantic comedy with a great meet-cute gimmick ."
"positive","the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right ."
"positive","it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding ."
"positive","it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia ."
"positive","who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you ."
"positive","the tone is balanced , reflective and reasonable ."
"positive","the principals in this cast are all fine , but bishop and stevenson are standouts ."
"positive","it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment ."
"positive","what's most striking about this largely celebratory film . . . is the sense of isolation that permeates these bastions of individuality in an ikea world ."
"positive",". . . if you're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games ."
"positive","somewhat blurred , but kinnear's performance is razor sharp ."
"positive","as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects ."
"positive","for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth seeking out ."
"positive","intriguing and beautiful film , but those of you who read the book are likely to be disappointed ."
"positive","the new guy does have a heart . now , if it only had a brain ."
"positive","a savvy exploration of paranoia and insecurity in america's culture of fear ."
"positive","legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral ."
"positive","the film's greatest asset is how much it's not just another connect-the-dots , spy-on-the-run picture ."
"positive","this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences ."
"positive","it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental ."
"positive","morton is , as usual , brilliant ."
"positive","even with all those rough edges safely sanded down , the american insomnia is still pretty darned good ."
"positive","i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from enjoying much of it ."
"positive","the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology ."
"positive","nearly surreal , dabbling in french , this is no simple movie , and you'll be taking a risk if you choose to see it . i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme ."
"positive","you could say that it's slow at times , you could say that a few of the characters act in ways that real people wouldn't , but one thing you couldn't say is that alias betty is predictable ."
"positive","asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy ."
"positive","roman coppola may never become the filmmaker his dad was , but heck – few filmmakers will . but based on cq , i'll certainly be keeping an eye out for his next project ."
"positive","an amusing , breezily apolitical documentary about life on the campaign trail ."
"positive","high on melodrama . but it's emotionally engrossing , too , thanks to strong , credible performances from the whole cast ."
"positive","finally , a genre movie that delivers -- in a couple of genres , no less ."
"positive","it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world ."
"positive","spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects . he just wants them to be part of the action , the wallpaper of his chosen reality . here , thankfully , they are ."
"positive","post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended ."
"positive","hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love ."
"positive","this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment ."
"positive","easier to respect than enthuse over , andersson's rigorous personal vision is not only distanced but distancing ."
"positive","girls gone wild and gone civil again"
"positive",". . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope ."
"positive","while this film is not in the least surprising , it is still ultimately very satisfying . think of it as a sort of comfort food for the mind ."
"positive","clever , brutal and strangely soulful movie ."
"positive",". . . always remains movingly genuine ."
"positive","an intelligent fiction about learning through cultural clash ."
"positive","will grab your children by the imagination and amaze them and amuse them ."
"positive","a remarkable 179-minute meditation on the nature of revolution ."
"positive","those who would follow haneke on his creepy explorations . . . are rewarded by brutal , committed performances from huppert and magimel ."
"positive","an involving true story of a chinese actor who takes up drugs and winds up in an institution--acted mostly by the actual people involved ."
